Country,Year,GDP_per_capita,GDP_per_capita_winsorized,GDP_per_capita_log
China,1970,1711.4,1711.4,7.445651174270791
France,1970,2722.86,2722.86,7.909805270941292
Canada,1970,21448.03,21448.03,9.97343470188842
France,1970,21281.46,21281.46,9.965638538278002
Russia,1970,8621.77,8621.77,9.062161657744921
Germany,1970,19515.15,19515.15,9.87899760690742
Indonesia,1970,13992.14,13992.14,9.546322488508165
France,1970,10054.77,10054.77,9.215901878091254
Brazil,1970,12472.43,12472.43,9.431356060996322
South Korea,1970,10160.18,10160.18,9.226329856120827
South Africa,1970,-426.85,-426.85,
India,1970,22491.87,22491.87,10.02095364908373
Germany,1970,15160.39,15160.39,9.62650734364757
Saudi Arabia,1970,22712.38,22712.38,10.03070945713822
United States,1970,17451.49,17451.49,9.76723761086058
Kenya,1970,1645.86,1645.86,7.406625723528855
Russia,1970,22126.36,22126.36,10.004570130854313
Germany,1970,4181.85,4181.85,8.338748111368204
Saudi Arabia,1970,23385.06,23385.06,10.059895397334534
Kenya,1970,1370.86,1370.86,7.223922762262986
Russia,1970,9524.75,9524.75,9.161753937052538
Canada,1970,13776.06,13776.06,9.530760169119677
Nigeria,1970,7191.82,7191.82,8.880838585225034
Argentina,1970,3788.45,3788.45,8.23997616881222
Canada,1970,11870.22,11870.22,9.381872262440144
Indonesia,1970,18975.93,18975.93,9.850979309871411
Canada,1970,16824.93,16824.93,9.730676427873886
Germany,1970,30480.97,27317.421,10.215316515528354
United States,1970,17163.0,17163.0,9.750569446111415
Kenya,1970,14392.79,14392.79,9.574552142549068
Turkey,1970,11713.09,11713.09,9.368547669734435
Japan,1970,9371.66,9371.66,9.145552219683347
South Korea,1970,19632.48,19632.48,9.884991551232291
India,1970,1059.76,1059.76,6.966740911330008
Australia,1970,23701.36,23701.36,10.073329900224728
India,1970,2983.42,2983.42,8.001160702089447
China,1970,17308.46,17308.46,9.7590084518431
Argentina,1970,-2845.29,-2777.4275,
Indonesia,1970,17150.55,17150.55,9.749843827518896
Canada,1970,5930.36,5930.36,8.68800880802399
Brazil,1970,18847.84,18847.84,9.84420665252105
Mexico,1970,15390.11,15390.11,9.641545348988394
Germany,1970,2762.99,2762.99,7.9244305669360084
South Africa,1970,4088.36,4088.36,8.316143757575093
Brazil,1970,9977.22,9977.22,9.208159996684632
Turkey,1970,12464.47,12464.47,9.430717700822433
Turkey,1970,26138.45,26138.45,10.171200946405978
Mexico,1970,15599.39,15599.39,9.655051192925134
Japan,1970,20940.2,20940.2,9.949473789372826
South Korea,1970,23909.58,23909.58,10.082076317790948
Australia,1970,1917.48,1917.48,7.559288484821618
France,1970,16640.48,16640.48,9.719653652727759
South Africa,1970,11195.93,11195.93,9.3233949125661
Saudi Arabia,1970,16178.22,16178.22,9.691482981786674
China,1970,6891.07,6891.07,8.838126754299665
Indonesia,1970,13943.63,13943.63,9.54284976690213
United States,1970,4959.7,4959.7,8.509302138793466
Kenya,1970,-3013.61,-2777.4275,
Germany,1970,17063.71,17063.71,9.744767867349355
India,1970,18077.01,18077.01,9.802451561516738
Japan,1970,18809.35,18809.35,9.842162529245837
Kenya,1970,2806.25,2806.25,7.939960635452648
Germany,1970,9431.52,9431.52,9.151918572164869
Argentina,1970,21553.86,21553.86,9.978356592147385
South Korea,1970,21872.02,21872.02,9.993009192843436
Germany,1970,17294.96,17294.96,9.758228227202865
Mexico,1970,15007.6,15007.6,9.616378649124918
Indonesia,1970,8810.5,8810.5,9.083812965504425
Mexico,1970,24615.76,24615.76,10.111182790753423
India,1970,14558.58,14558.58,9.586004475180772
Indonesia,1970,8463.09,8463.09,9.04358778731187
South Korea,1970,19013.64,19013.64,9.852964487761367
France,1970,5583.6,5583.6,8.62776808852662
Saudi Arabia,1970,5883.13,5883.13,8.680014175290996
Mexico,1970,16651.25,16651.25,9.720300621413795
Turkey,1970,10659.43,10659.43,9.27429403461736
Japan,1970,10654.96,10654.96,9.273874639019372
Germany,1970,12877.21,12877.21,9.463292014845123
Turkey,1970,14129.14,14129.14,9.556065383626658
Nigeria,1970,6955.17,6955.17,8.847384314508489
Saudi Arabia,1970,15297.9,15297.9,9.63553620937109
Egypt,1970,6453.58,6453.58,8.772545235323436
United States,1970,19963.6,19963.6,9.90171598423526
India,1970,20701.73,20701.73,9.938020854615493
France,1970,5774.54,5774.54,8.661387037512041
Argentina,1970,18902.57,18902.57,9.847106072099363
Germany,1970,9075.49,9075.49,9.113442832983612
France,1970,14986.37,14986.37,9.61496312540324
Germany,1970,5703.04,5703.04,8.648929974692264
Mexico,1970,11986.42,11986.42,9.391613045551072
Russia,1970,24356.28,24356.28,10.100586057133079
India,1970,10659.7,10659.7,9.27431936160519
Brazil,1970,22652.32,22652.32,10.028061698536067
France,1970,9916.81,9916.81,9.202087409777457
South Africa,1970,10540.98,10540.98,9.26312066024014
Japan,1970,20195.8,20195.8,9.913279454998596
Japan,1970,11169.0,11169.0,9.320986892063246
Saudi Arabia,1970,21643.05,21643.05,9.982485868868995
South Africa,1970,8889.9,8889.9,9.092783560729128
India,1970,9709.16,9709.16,9.18092803900749
Mexico,1970,16800.24,16800.24,9.729207972191372
Russia,1970,14547.24,14547.24,9.585225303083808
Indonesia,1970,26233.09,26233.09,10.174814989031706
South Africa,1970,-1903.35,-1903.35,
Argentina,1970,5046.05,5046.05,8.52655919316656
Saudi Arabia,1970,24085.65,24085.65,10.08941302408753
Canada,1970,9214.49,9214.49,9.128641042862773
Australia,1970,13275.8,13275.8,9.493773430138548
South Africa,1970,3603.48,3603.48,8.189932795209458
South Africa,1970,6681.01,6681.01,8.8071741194735
Australia,1970,-2421.95,-2421.95,
Nigeria,1970,-6196.19,-2777.4275,
Germany,1970,23696.08,23696.08,10.073107112781592
Germany,1970,14181.26,14181.26,9.559747166794187
France,1970,12835.0,12835.0,9.460009002229748
Kenya,1970,5332.2,5332.2,8.581706712241303
Australia,1970,9842.15,9842.15,9.19453106076942
South Africa,1970,10582.67,10582.67,9.26706752617039
Brazil,1970,14608.1,14608.1,9.589399901204576
Germany,1970,19750.9,19750.9,9.891004968233746
Japan,1970,20690.88,20690.88,9.937496631763848
Brazil,1970,5281.18,5281.18,8.572094170277193
South Korea,1970,20089.1,20089.1,9.907982435397388
Indonesia,1970,-954.66,-954.66,
Russia,1970,19680.26,19680.26,9.887422192947014
Australia,1970,12976.53,12976.53,9.470974679392027
Argentina,1970,12961.12,12961.12,9.46978653677539
United States,1970,1570.32,1570.32,7.359671309429216
Saudi Arabia,1970,22978.29,22978.29,10.042348654493763
Germany,1970,20444.77,20444.77,9.9255312941096
Saudi Arabia,1970,18144.93,18144.93,9.806201572122662
Japan,1970,22001.52,22001.52,9.998912271235168
United States,1970,7416.75,7416.75,8.911631055675201
Mexico,1970,12693.69,12693.69,9.448939074778005
Indonesia,1970,23854.93,23854.93,10.079788102727914
India,1970,17331.16,17331.16,9.760319014296535
Nigeria,1970,7900.68,7900.68,8.974830674074406
United States,1970,22975.3,22975.3,10.04221852886577
China,1970,15759.34,15759.34,9.665251936783225
Argentina,1970,38615.31,27317.421,10.215316515528354
Canada,1970,21647.95,21647.95,9.982712233409263
South Africa,1970,-8559.38,-2777.4275,
Russia,1970,23580.2,23580.2,10.068205063381722
Saudi Arabia,1970,9201.11,9201.11,9.127188084567027
South Africa,1970,4565.23,4565.23,8.426443198138225
South Africa,1970,-7765.31,-2777.4275,
Argentina,1970,13550.4,13550.4,9.514245142003807
South Korea,1970,17211.74,17211.74,9.753405086294823
United States,1970,17165.75,17165.75,9.750729652340867
Kenya,1970,6119.18,6119.18,8.71934678683856
India,1970,18488.53,18488.53,9.824959904912614
Mexico,1970,6501.9,6501.9,8.780003510232849
Australia,1970,18486.47,18486.47,9.824848484299686
South Korea,1970,4086.7,4086.7,8.3157377436721
Australia,1970,23364.08,23364.08,10.058997879053338
Japan,1970,15417.89,15417.89,9.643348660090519
Brazil,1970,21557.51,21557.51,9.978525913172797
Australia,1970,24128.81,24128.81,10.091203284572329
Brazil,1970,10504.06,10504.06,9.25961232482871
Saudi Arabia,1970,15203.31,15203.31,9.629334219272497
Russia,1970,26394.59,26394.59,10.180952229726216
France,1970,13734.13,13734.13,9.52771206335535
Australia,1970,3507.03,3507.03,8.162809905336921
Saudi Arabia,1970,18148.33,18148.33,9.806388924411085
Germany,1970,1323.36,1323.36,7.1886846028612075
Germany,1970,9787.24,9787.24,9.188936944082144
Saudi Arabia,1970,1454.37,1454.37,7.28301544281061
India,1970,15682.4,15682.4,9.660358107133407
Saudi Arabia,1970,24186.27,24186.27,10.093581740682998
India,1970,16284.34,16284.34,9.698020595601077
Turkey,1970,18493.06,18493.06,9.825204878427769
Canada,1970,20378.64,20378.64,9.92229164224386
Australia,1970,10427.98,10427.98,9.252343748389965
Egypt,1970,1786.56,1786.56,7.488606840438389
Russia,1970,18400.27,18400.27,9.820174962954317
India,1970,13199.96,13199.96,9.48804483320269
Indonesia,1970,11398.56,11398.56,9.341330037146495
South Korea,1970,16384.86,16384.86,9.70417404678634
Australia,1970,14721.21,14721.21,9.59711251688317
United States,1970,16208.78,16208.78,9.693370042768407
Egypt,1970,16630.77,16630.77,9.719070000678402
Kenya,1970,4060.56,4060.56,8.309322415249058
Nigeria,1970,1410.51,1410.51,7.2524153323301555
Australia,1970,12021.49,12021.49,9.394534341377714
United States,1970,-5033.88,-2777.4275,
Canada,1970,12262.05,12262.05,9.41434595505943
United States,1970,6483.16,6483.16,8.777117558676965
South Korea,1970,22417.12,22417.12,10.017624839408182
Saudi Arabia,1970,15527.38,15527.38,9.650424596471103
Japan,1970,18788.16,18788.16,9.841035386778106
Argentina,1970,5440.11,5440.11,8.601738363153466
Egypt,1970,1118.22,1118.22,7.0203872930986835
France,1970,22411.07,22411.07,10.017354932007088
Saudi Arabia,1970,34033.91,27317.421,10.215316515528354
Canada,1970,17103.57,17103.57,9.74710095824743
Australia,1970,23831.39,23831.39,10.078800858811084
France,1970,23974.26,23974.26,10.08477774432266
France,1970,-556.87,-556.87,
Turkey,1970,6217.57,6217.57,8.735295255764377
Australia,1970,9634.07,9634.07,9.17316484600111
India,1970,17535.59,17535.59,9.772044834254752
Turkey,1970,5676.66,5676.66,8.644294455000502
Argentina,1970,8074.93,8074.93,8.996643311737907
Nigeria,1970,19857.61,19857.61,9.896392945220247
Brazil,1970,8088.22,8088.22,8.998287590076716
South Africa,1970,-6538.02,-2777.4275,
Germany,1970,18334.69,18334.69,9.816604712739785
Australia,1970,12704.77,12704.77,9.449811499978397
Argentina,1970,24839.85,24839.85,10.120244754463569
United States,1970,2170.45,2170.45,7.683150426151414
Russia,1970,5882.31,5882.31,8.679874807679802
Argentina,1970,12386.92,12386.92,9.424477083209794
United States,1970,20631.88,20631.88,9.934641198842373
Mexico,1970,22100.56,22100.56,10.003403473249906
Brazil,1970,14609.94,14609.94,9.589525842168547
Egypt,1970,7719.65,7719.65,8.951653836365654
South Africa,1970,2929.47,2929.47,7.982918098703189
Egypt,1970,-6209.05,-2777.4275,
Nigeria,1970,6669.83,6669.83,8.80549956894904
Nigeria,1970,10220.24,10220.24,9.23222318712179
China,1970,11655.88,11655.88,9.363651842623044
Argentina,1970,7064.3,7064.3,8.862950757062118
India,1970,10497.33,10497.33,9.258971475877154
Saudi Arabia,1970,21613.98,21613.98,9.981141871817936
India,1970,29241.82,27317.421,10.215316515528354
Kenya,1970,8084.18,8084.18,8.997788035214215
Brazil,1970,24105.97,24105.97,10.090256289283385
Germany,1970,10775.87,10775.87,9.2851574497979
South Korea,1970,11566.1,11566.1,9.355920140542029
France,1970,13436.78,13436.78,9.50582542186223
Indonesia,1970,11029.18,11029.18,9.308390431244039
Australia,1970,16035.43,16035.43,9.68261828806989
Indonesia,1970,14694.11,14694.11,9.5952700643643
South Africa,1970,-5209.01,-2777.4275,
France,1970,20032.48,20032.48,9.905160152959837
Mexico,1970,19975.37,19975.37,9.902305354014747
Brazil,1970,30364.02,27317.421,10.215316515528354
United States,1970,25277.75,25277.75,10.137719400835758
Argentina,1970,22683.93,22683.93,10.029456106353829
Canada,1970,14624.09,14624.09,9.590493825927275
Japan,1970,26480.33,26480.33,10.184195235375734
Indonesia,1970,18344.24,18344.24,9.817125419287617
Saudi Arabia,1970,2745.2,2745.2,7.917973416887651
United States,1970,12525.89,12525.89,9.435632812772669
Turkey,1970,-3894.66,-2777.4275,
India,1970,25152.65,25152.65,10.13275829422231
Saudi Arabia,1970,22307.23,22307.23,10.012710947658912
Russia,1970,10185.6,10185.6,9.228828410088314
Turkey,1970,10434.88,10434.88,9.253005147532019
China,1970,13779.55,13779.55,9.531013456688422
South Korea,1970,176.11,176.11,5.176771008468541
South Africa,1970,3610.34,3610.34,8.191834173588274
Japan,1970,18197.42,18197.42,9.809090056109591
Egypt,1970,15331.27,15331.27,9.637715036572363
China,1970,2881.51,2881.51,7.966416721347951
Nigeria,1970,-2459.6,-2459.6,
South Africa,1970,8382.9,8382.9,9.034068479008774
South Korea,1970,1387.92,1387.92,7.236281745703297
Kenya,1970,5890.41,5890.41,8.681250636791274
Indonesia,1970,24636.56,24636.56,10.112027386770034
Turkey,1970,23403.49,23403.49,10.060683163280995
South Africa,1970,2652.57,2652.57,7.883661182172494
Brazil,1970,5758.41,5758.41,8.658590317888013
Nigeria,1970,-1025.89,-1025.89,
India,1970,10215.94,10215.94,9.231802406008848
Argentina,1970,16744.35,16744.35,9.725875886771586
Brazil,1970,14395.17,14395.17,9.574717477964985
Indonesia,1970,19432.17,19432.17,9.87473667883241
Mexico,1970,8869.15,8869.15,9.090446986096376
Saudi Arabia,1970,23299.03,23299.03,10.056209927106611
Japan,1970,24012.89,24012.89,10.08638769191889
India,1970,5470.79,5470.79,8.60736108137298
France,1970,18901.17,18901.17,9.847032009271832
South Africa,1970,979.65,979.65,6.8882156171075195
South Korea,1970,13516.34,13516.34,9.511728584677877
Germany,1970,1491.78,1491.78,7.308395432361315
Brazil,1970,14698.24,14698.24,9.595551070750028
Turkey,1970,10320.52,10320.52,9.241986315011621
Argentina,1970,15526.19,15526.19,9.65034795965519
Kenya,1970,5180.7,5180.7,8.552888466740688
Turkey,1970,19667.52,19667.52,9.886774667067828
France,1970,2263.38,2263.38,7.725056269761726
India,1970,20399.65,20399.65,9.923322042069799
Japan,1970,12447.3,12447.3,9.429339346384836
Brazil,1970,9375.51,9375.51,9.145962904535436
Egypt,1970,-6831.43,-2777.4275,
South Africa,1970,-5941.79,-2777.4275,
South Korea,1970,7693.89,7693.89,8.948311751174055
Japan,1970,11645.68,11645.68,9.362776439838974
United States,1970,17888.15,17888.15,9.791949662797148
United States,1970,14204.99,14204.99,9.56141898562959
South Africa,1970,920.94,920.94,6.826480145517156
Argentina,1970,30356.01,27317.421,10.215316515528354
Egypt,1970,335.96,335.96,5.819964228945611
Germany,1970,16833.61,16833.61,9.731192165303673
Kenya,1970,-3792.99,-2777.4275,
South Africa,1970,7566.24,7566.24,8.931583682856022
South Africa,1970,8215.41,8215.41,9.013888652992316
Russia,1970,1445.98,1445.98,7.277233904835894
Saudi Arabia,1970,5132.83,5132.83,8.54360724830007
Argentina,1970,5747.64,5747.64,8.656718584076588
Australia,1970,21230.36,21230.36,9.963234612937569
Japan,1970,11467.64,11467.64,9.34737163291033
South Africa,1970,-1589.03,-1589.03,
Indonesia,1970,4986.14,4986.14,8.514617878141857
Canada,1970,7556.75,7556.75,8.930328805828621
Australia,1970,6018.4,6018.4,8.702742865561618
India,1970,13949.69,13949.69,9.543284248391881
Brazil,1970,17598.36,17598.36,9.775617816728706
Japan,1970,16166.35,16166.35,9.690749055405433
France,1970,3918.41,3918.41,8.27369641125263
Argentina,1970,-2431.12,-2431.12,
Kenya,1970,9120.92,9120.92,9.118435587226612
Argentina,1970,16352.77,16352.77,9.702213730785433
Mexico,1970,14586.19,14586.19,9.587899025297881
China,1970,22519.47,22519.47,10.022179952373323
Canada,1970,7177.4,7177.4,8.878831795983848
Turkey,1970,10522.89,10522.89,9.261403189806051
Japan,1970,31724.04,27317.421,10.215316515528354
Germany,1970,6159.8,6159.8,8.72596191822504
India,1970,20728.42,20728.42,9.93930922626369
Kenya,1970,6063.39,6063.39,8.710189239238321
Japan,1970,14855.22,14855.22,9.606173911754341
France,1970,25190.05,25190.05,10.134244051685558
Russia,1970,23442.69,23442.69,10.062356654509408
Indonesia,1970,16759.66,16759.66,9.726789752735662
Canada,1970,17801.36,17801.36,9.787086311761321
Kenya,1970,-337.77,-337.77,
Indonesia,1970,12944.78,12944.78,9.468525145295065
South Korea,1970,13194.0,13194.0,9.487593248937424
India,1970,17865.87,17865.87,9.79070343892304
Egypt,1970,5664.75,5664.75,8.64219455657904
United States,1970,5243.49,5243.49,8.564933280640378
India,1970,-3179.38,-2777.4275,
Australia,1970,11166.67,11166.67,9.32077827585498
Brazil,1970,18131.42,18131.42,9.805456775260373
South Africa,1970,1128.08,1128.08,7.029158420806675
Russia,1970,33649.68,27317.421,10.215316515528354
Canada,1970,10604.02,10604.02,9.26908275289988
Canada,1970,17735.04,17735.04,9.783354006593559
Canada,1970,19638.36,19638.36,9.885290994819458
Germany,1970,16429.35,16429.35,9.706885513299854
Japan,1970,14037.81,14037.81,9.549580916152896
France,1970,15691.93,15691.93,9.660965571441249
Brazil,1970,32521.72,27317.421,10.215316515528354
Argentina,1970,27781.88,27317.421,10.215316515528354
India,1970,14490.76,14490.76,9.58133549101667
Japan,1970,15832.29,15832.29,9.669869964508772
Argentina,1970,13059.44,13059.44,9.477343092921403
Mexico,1970,19054.85,19054.85,9.855129420027577
Turkey,1970,12579.78,12579.78,9.439925531511964
Egypt,1970,4700.84,4700.84,8.455709200447886
Indonesia,1970,29991.21,27317.421,10.215316515528354
Nigeria,1970,-10515.99,-2777.4275,
Indonesia,1970,15865.27,15865.27,9.671950751238896
Germany,1970,15117.55,15117.55,9.623677745663976
Kenya,1970,-4629.01,-2777.4275,
South Korea,1970,16823.01,16823.01,9.730562311771328
Egypt,1970,-4647.32,-2777.4275,
Germany,1970,9318.89,9318.89,9.139906105034878
Indonesia,1970,17843.93,17843.93,9.789474713249152
South Africa,1970,-5793.53,-2777.4275,
South Africa,1970,13948.2,13948.2,9.54317743793482
France,1970,17173.0,17173.0,9.75115189123243
Indonesia,1970,8816.16,8816.16,9.084455101684314
Japan,1970,-2680.62,-2680.62,
Argentina,1970,11139.0,11139.0,9.318297513481275
Turkey,1970,15756.88,15756.88,9.665095836597047
Kenya,1970,-6661.05,-2777.4275,
China,1970,32414.7,27317.421,10.215316515528354
India,1970,6320.41,6320.41,8.75169756352334
Egypt,1970,-10676.36,-2777.4275,
France,1970,13548.26,13548.26,9.514087212270402
Saudi Arabia,1970,6096.56,6096.56,8.715643970140063
South Africa,1970,-10627.31,-2777.4275,
South Africa,1970,7412.1,7412.1,8.911003984380923
Nigeria,1970,-11379.49,-2777.4275,
Brazil,1970,6917.49,6917.49,8.84195281670838
Argentina,1970,18905.18,18905.18,9.84724413172706
China,1970,20409.68,20409.68,9.923813572250362
India,1970,30514.93,27317.421,10.215316515528354
Egypt,1970,21844.94,21844.94,9.991770370901502
Mexico,1970,14933.08,14933.08,9.611401128485008
Nigeria,1970,11008.48,11008.48,9.306511998810265
Indonesia,1970,9440.42,9440.42,9.152861671555845
Mexico,1970,13793.43,13793.43,9.532020166479127
Nigeria,1970,1435.18,1435.18,7.269742089942157
Russia,1970,24053.95,24053.95,10.08809607556145
South Korea,1970,4235.8,4235.8,8.351563546302634
South Africa,1970,8608.95,8608.95,9.060673790203985
France,1970,20475.0,20475.0,9.927008747577474
Australia,1970,18112.53,18112.53,9.804414451816776
Japan,1970,18059.65,18059.65,9.801490817463954
Mexico,1970,12686.38,12686.38,9.448363077611337
South Korea,1970,14882.1,14882.1,9.607981620022041
Canada,1970,3550.99,3550.99,8.175263288792783
Australia,1970,13592.77,13592.77,9.51736687853438
Kenya,1970,13332.87,13332.87,9.498062693617955
France,1970,14479.38,14479.38,9.580549908689285
Saudi Arabia,1970,16122.31,16122.31,9.68802132996987
Turkey,1970,21136.11,21136.11,9.958785542415686
Indonesia,1970,11187.96,11187.96,9.322682856861658
Australia,1970,30961.1,27317.421,10.215316515528354
Canada,1970,13167.66,13167.66,9.485595043167493
India,1970,6748.92,6748.92,8.81728593194449
India,1970,10429.97,10429.97,9.25253454462927
Canada,1970,7579.73,7579.73,8.933364780067887
Nigeria,1970,4652.31,4652.31,8.445334073309034
Germany,1970,19204.4,19204.4,9.862946768472506
India,1970,12887.83,12887.83,9.464116323776327
Egypt,1970,1068.04,1068.04,6.974516328472806
France,1970,11299.68,11299.68,9.33261817988102
France,1970,15288.82,15288.82,9.634942526453552
Egypt,1970,9325.7,9325.7,9.140636533526392
Indonesia,1970,16817.84,16817.84,9.730254965631467
Brazil,1970,10256.21,10256.21,9.23573615192058
South Korea,1970,6699.15,6699.15,8.80988519318815
Saudi Arabia,1970,18145.62,18145.62,9.806239596455486
United States,1970,13542.04,13542.04,9.513628041206353
Brazil,1970,22509.54,22509.54,10.02173892295111
Saudi Arabia,1970,18448.8,18448.8,9.822808809301518
Kenya,1970,5725.51,5725.51,8.6528615491036
Brazil,1970,26642.44,26642.44,10.190298245447007
Germany,1970,14921.95,14921.95,9.610655575393121
Brazil,1970,-4193.36,-2777.4275,
Mexico,1970,15558.24,15558.24,9.652409953351855
United States,1970,16044.04,16044.04,9.68315504652932
Australia,1970,10094.08,10094.08,9.219803455430743
United States,1970,3700.24,3700.24,8.216423177622215
Nigeria,1970,12804.17,12804.17,9.457604274609537
Brazil,1970,5313.64,5313.64,8.578220555650468
Saudi Arabia,1970,4365.27,4365.27,8.381664376700302
Indonesia,1970,17590.79,17590.79,9.775187594919146
United States,1970,10513.29,10513.29,9.260490563270267
Egypt,1970,10947.82,10947.82,9.300986966880767
India,1970,-2996.79,-2777.4275,
United States,1970,11854.01,11854.01,9.380505842025089
Kenya,1970,12548.56,12548.56,9.437440884184365
Turkey,1970,7540.04,7540.04,8.928115382524874
Brazil,1970,9638.97,9638.97,9.173673275566554
India,1970,16188.67,16188.67,9.692128663511506
Kenya,1970,11061.01,11061.01,9.311271994549875
Mexico,1970,32907.18,27317.421,10.215316515528354
South Korea,1970,17349.65,17349.65,9.761385248650193
Nigeria,1970,-2011.66,-2011.66,
Nigeria,1970,17027.32,17027.32,9.742633119348397
Mexico,1970,19049.26,19049.26,9.854836028755672
South Korea,1970,12178.1,12178.1,9.407476646908151
Japan,1970,26565.6,26565.6,10.18741006669676
Saudi Arabia,1970,23588.79,23588.79,10.068569270284947
India,1970,13221.61,13221.61,9.48968352205849
Turkey,1970,12716.56,12716.56,9.450738994594184
China,1970,21448.49,21448.49,9.973456147849728
Egypt,1970,13968.52,13968.52,9.544633092319266
South Korea,1970,12042.61,12042.61,9.396289507808659
United States,1970,1521.75,1521.75,7.328273189716594
Argentina,1970,12600.04,12600.04,9.441534629215896
South Korea,1970,14123.54,14123.54,9.555668989112664
Germany,1970,9498.21,9498.21,9.158963916236086
France,1970,16340.44,16340.44,9.701459491825993
Nigeria,1970,7806.78,7806.78,8.962875951466463
Mexico,1970,24506.74,24506.74,10.106744265008466
Brazil,1970,19761.57,19761.57,9.89154502357344
South Korea,1970,11218.25,11218.25,9.32538633192268
France,1970,-3489.65,-2777.4275,
Australia,1970,15600.59,15600.59,9.655128111120748
Kenya,1970,4515.75,4515.75,8.415547987654037
Canada,1970,7808.06,7808.06,8.96303987707534
Turkey,1970,6533.73,6533.73,8.784886309213974
Saudi Arabia,1970,17136.15,17136.15,9.749003900613147
Australia,1970,12854.38,12854.38,9.46151767974539
Argentina,1970,9031.38,9031.38,9.108571177575117
Kenya,1970,-14199.68,-2777.4275,
United States,1970,26078.57,26078.57,10.168907528174604
China,1970,874.32,874.32,6.774589533786159
China,1970,5651.97,5651.97,8.639936349744527
Kenya,1970,556.3,556.3,6.32310369457549
Russia,1970,16123.71,16123.71,9.688108157006127
Kenya,1970,1801.36,1801.36,7.496852196239728
Kenya,1970,3458.4,3458.4,8.148850442609824
Kenya,1970,8681.94,8681.94,9.069115459982642
Mexico,1970,5161.21,5161.21,8.54912006135731
South Africa,1970,3977.32,3977.32,8.288614898611982
Argentina,1970,19150.34,19150.34,9.860127966051072
Canada,1970,31307.16,27317.421,10.215316515528354
Kenya,1970,119.24,119.24,4.789489745444719
Australia,1970,10444.6,10444.6,9.25393611609383
United States,1970,6719.62,6719.62,8.81293569116609
Nigeria,1970,5688.56,5688.56,8.646388195483613
South Korea,1970,19074.8,19074.8,9.856175794984877
Turkey,1970,5479.38,5479.38,8.608929720603635
China,1970,18668.26,18668.26,9.834633599970925
Nigeria,1970,4991.68,4991.68,8.515728118721158
South Africa,1970,12687.61,12687.61,9.448460019642049
Argentina,1970,23716.07,23716.07,10.07395032102995
Kenya,1970,13357.51,13357.51,9.499908913924937
Canada,1970,25273.96,25273.96,10.137569461295927
South Korea,1970,14109.63,14109.63,9.55468369303509
France,1970,25136.46,25136.46,10.132114442831506
France,1970,9711.16,9711.16,9.181133987628156
Nigeria,1970,-1502.02,-1502.02,
Saudi Arabia,1970,-6103.33,-2777.4275,
Brazil,1970,28670.46,27317.421,10.215316515528354
Australia,1970,16779.87,16779.87,9.72799482611459
Argentina,1970,5184.36,5184.36,8.553594549304513
South Africa,1970,15000.09,15000.09,9.61587814411092
China,1970,23572.04,23572.04,10.067858965127082
Russia,1970,15845.39,15845.39,9.670696993111756
Kenya,1970,-12313.62,-2777.4275,
Germany,1970,28455.46,27317.421,10.215316515528354
Argentina,1970,7293.83,7293.83,8.894921157052726
Russia,1970,4319.85,4319.85,8.37120742114285
France,1970,9027.79,9027.79,9.108173639647365
India,1970,9432.81,9432.81,9.152055323721955
Turkey,1970,19153.63,19153.63,9.860299740842736
Japan,1970,27429.52,27317.421,10.215316515528354
South Korea,1970,28738.01,27317.421,10.215316515528354
South Korea,1970,9593.28,9593.28,9.168922366543372
Mexico,1970,20203.53,20203.53,9.913662115673102
Australia,1970,8768.85,8768.85,9.07907498145713
United States,1970,15109.92,15109.92,9.62317294024317
United States,1970,18330.36,18330.36,9.816368533389653
Germany,1970,26511.97,26511.97,10.185389326202841
Saudi Arabia,1970,13551.31,13551.31,9.51431229148263
Egypt,1970,14672.12,14672.12,9.593772527460674
Turkey,1970,11340.97,11340.97,9.336265283534326
China,1970,12616.68,12616.68,9.442854284013196
Russia,1970,22218.95,22218.95,10.008745812966067
Kenya,1970,16091.29,16091.29,9.686095554284378
France,1970,20722.43,20722.43,9.939020223213637
France,1970,13030.8,13030.8,9.475147803325566
Mexico,1970,17914.65,17914.65,9.793429911525742
Mexico,1970,5290.79,5290.79,8.57391184190779
Germany,1970,-6364.42,-2777.4275,
Nigeria,1970,11323.04,11323.04,9.334683178546287
Japan,1970,21307.95,21307.95,9.966882451236774
India,1970,4602.34,4602.34,8.434537405960103
Argentina,1970,18872.07,18872.07,9.84549131723354
Japan,1970,16362.5,16362.5,9.70280852370592
India,1970,5612.91,5612.91,8.633002725443129
Turkey,1970,5854.82,5854.82,8.675191317463817
South Africa,1970,18380.5,18380.5,9.819100003025865
China,1970,23690.56,23690.56,10.07287414555464
Indonesia,1970,16703.43,16703.43,9.723429232688202
Egypt,1970,6987.83,6987.83,8.85206843924368
Kenya,1970,6641.25,6641.25,8.801206040493634
United States,1970,13676.85,13676.85,9.523533015082336
Saudi Arabia,1970,27359.35,27317.421,10.215316515528354
India,1970,22365.48,22365.48,10.01531868850423
United States,1970,17837.34,17837.34,9.78910535247729
Saudi Arabia,1970,11766.26,11766.26,9.373076377911163
Turkey,1970,17150.99,17150.99,9.74986948084797
Egypt,1970,8381.57,8381.57,9.033909829036205
India,1970,1041.51,1041.51,6.9493865459530895
United States,1970,13508.28,13508.28,9.511132135677673
