Country,Year,GDP_per_capita,Literacy_Rate,Cluster
Saudi Arabia,1970,22612.91,83.7,2
Turkey,1970,17771.34,96.8,2
Egypt,1970,14868.43,79.6,1
India,1970,9919.29,84.8,2
Egypt,1970,9679.64,78.9,1
South Africa,1970,6336.05,87.8,0
India,1970,19029.63,94.8,2
Saudi Arabia,1970,21242.22,92.3,2
South Africa,1970,4551.49,78.2,1
China,1970,2671.84,90.8,0
India,1970,11954.43,77.0,1
France,1970,1964.11,72.3,1
Nigeria,1970,1400.95,83.0,0
China,1970,12322.91,92.0,2
United States,1970,3095.58,90.6,0
South Africa,1970,-1304.81,97.9,0
Canada,1970,16015.43,66.6,1
Australia,1970,28280.53,85.6,1
Kenya,1970,2354.45,96.4,0
Egypt,1970,-14602.78,68.6,0
Australia,1970,9223.79,97.1,2
Canada,1970,1402.64,88.5,0
Australia,1970,16265.51,74.9,1
Kenya,1970,4734.08,82.8,0
Nigeria,1970,4755.45,78.7,2
Nigeria,1970,-2243.45,95.5,0
Australia,1970,12277.44,69.3,1
Japan,1970,20061.26,80.7,1
Brazil,1970,29803.29,83.8,1
United States,1970,25617.8,100.0,2
Japan,1970,9580.02,80.4,1
Kenya,1970,16686.9,90.1,0
Nigeria,1970,12667.66,94.4,0
India,1970,7580.49,88.0,0
Brazil,1970,17021.83,84.6,2
Indonesia,1970,13056.83,96.7,2
Japan,1970,4543.59,83.8,0
India,1970,23583.16,89.7,2
United States,1970,20096.28,88.2,2
China,1970,4893.88,98.0,0
South Korea,1970,-885.59,66.4,1
Argentina,1970,21192.34,86.7,2
Saudi Arabia,1970,18691.88,78.1,1
Egypt,1970,2204.68,100.0,0
South Africa,1970,-12877.57,75.1,0
France,1970,25341.19,60.4,1
India,1970,21611.57,92.4,2
Saudi Arabia,1970,14488.0,83.9,2
Canada,1970,22273.54,80.4,1
South Africa,1970,7338.52,98.7,0
Mexico,1970,21680.04,82.7,1
Germany,1970,12181.89,89.1,2
Saudi Arabia,1970,16414.05,90.6,2
Kenya,1970,9180.53,89.3,0
South Africa,1970,-3386.29,77.4,0
China,1970,21184.28,65.4,1
China,1970,14174.44,90.3,2
Australia,1970,29401.87,65.0,1
Nigeria,1970,6745.89,64.6,1
South Korea,1970,13378.87,76.3,2
Mexico,1970,16856.73,90.7,2
Australia,1970,12215.46,95.8,2
Indonesia,1970,30183.49,79.4,1
Turkey,1970,17157.48,96.7,2
United States,1970,21581.03,89.0,2
Saudi Arabia,1970,5528.22,76.1,1
China,1970,15749.87,95.6,2
Canada,1970,7698.9,78.9,1
Canada,1970,19764.82,96.3,2
France,1970,13950.6,75.5,2
Russia,1970,15666.57,82.9,2
Germany,1970,15128.34,79.1,1
Mexico,1970,11121.81,76.2,1
France,1970,18658.92,95.5,2
France,1970,1620.96,93.8,0
Saudi Arabia,1970,11702.07,91.1,2
South Africa,1970,-355.66,82.0,0
United States,1970,14332.48,97.7,0
Argentina,1970,4665.91,95.1,0
Argentina,1970,24589.26,93.2,2
Turkey,1970,2331.08,83.2,0
Turkey,1970,21875.77,72.7,1
Nigeria,1970,5577.79,90.9,0
Egypt,1970,-14663.2,79.8,0
Nigeria,1970,9714.9,93.6,2
India,1970,2619.94,87.6,0
Egypt,1970,4114.06,84.2,0
Russia,1970,23866.68,71.1,2
Kenya,1970,6454.84,91.3,0
China,1970,27589.59,78.4,1
China,1970,3542.64,98.6,0
Canada,1970,24776.22,100.0,2
South Africa,1970,13777.87,68.5,1
India,1970,22275.65,84.7,2
South Korea,1970,23270.4,86.8,2
South Korea,1970,15821.81,84.1,1
Germany,1970,10916.0,89.8,0
Nigeria,1970,-2270.91,80.7,0
Australia,1970,8348.23,95.4,0
Kenya,1970,-1649.98,70.0,1
Canada,1970,15963.74,84.3,2
South Korea,1970,17034.66,100.0,0
Nigeria,1970,12852.4,73.4,1
Nigeria,1970,-4012.55,83.9,0
Russia,1970,37114.69,87.3,2
India,1970,18449.58,75.8,1
Nigeria,1970,1607.16,75.6,1
Russia,1970,11518.12,87.8,0
Mexico,1970,12016.92,93.3,2
Japan,1970,16348.17,93.2,0
South Africa,1970,522.12,79.2,0
France,1970,35362.91,75.2,2
Mexico,1970,13630.84,88.6,0
Australia,1970,3008.57,87.2,0
China,1970,-4272.32,89.2,0
Germany,1970,7824.73,63.6,1
Brazil,1970,31500.98,89.9,2
Brazil,1970,16446.03,96.2,2
South Africa,1970,-6256.41,95.6,0
Indonesia,1970,15519.33,97.8,0
Kenya,1970,-1131.29,89.7,0
Kenya,1970,2491.5,99.2,0
Brazil,1970,11785.59,92.7,2
Saudi Arabia,1970,21775.6,78.0,1
Germany,1970,30664.99,75.4,2
Germany,1970,17744.15,90.4,2
Egypt,1970,16427.02,82.0,2
France,1970,7049.42,71.5,1
Turkey,1970,9752.1,88.6,0
United States,1970,17439.13,72.0,1
India,1970,6360.21,91.8,0
France,1970,10838.62,71.2,1
India,1970,17343.73,100.0,0
Canada,1970,18720.96,73.9,1
Egypt,1970,-5425.02,79.0,0
Nigeria,1970,7420.47,93.4,0
Saudi Arabia,1970,17456.88,82.4,2
United States,1970,14388.47,100.0,0
Russia,1970,5114.88,86.4,0
Germany,1970,10090.45,96.6,0
China,1970,19982.53,75.5,1
Argentina,1970,25406.51,74.3,1
Brazil,1970,18024.79,85.0,2
Japan,1970,31141.36,83.9,2
China,1970,9172.37,87.2,2
Canada,1970,13627.6,75.3,2
Nigeria,1970,-13378.42,79.6,0
India,1970,17983.46,100.0,2
Canada,1970,15852.75,76.0,1
Russia,1970,19296.31,86.2,2
India,1970,25055.51,93.0,2
Australia,1970,13707.4,92.0,0
United States,1970,16724.42,96.6,2
United States,1970,11812.82,95.5,0
Australia,1970,14021.13,83.6,1
China,1970,42.6,78.6,0
Kenya,1970,-12011.04,100.0,0
France,1970,16731.32,71.4,1
Indonesia,1970,-1481.34,82.9,0
India,1970,18969.05,94.7,2
India,1970,15055.58,91.7,2
South Korea,1970,26855.6,93.6,2
Saudi Arabia,1970,27264.89,83.9,1
India,1970,12248.84,93.8,2
Germany,1970,11245.74,79.7,2
Saudi Arabia,1970,15733.42,87.4,1
Brazil,1970,5976.66,100.0,0
Turkey,1970,19829.39,87.5,2
Saudi Arabia,1970,19270.55,86.4,2
Australia,1970,26630.15,72.9,1
Kenya,1970,-3575.05,84.1,0
Kenya,1970,-9129.51,93.3,0
India,1970,29363.36,99.8,2
Indonesia,1970,16168.99,100.0,0
Nigeria,1970,18936.09,68.3,1
United States,1970,18148.22,84.6,1
China,1970,15372.18,81.1,1
China,1970,2147.17,72.3,1
Mexico,1970,22864.71,96.0,2
Germany,1970,7245.6,97.4,0
Argentina,1970,6829.17,69.1,1
Nigeria,1970,4140.67,88.0,0
Germany,1970,13776.92,76.4,1
China,1970,24257.6,85.9,2
France,1970,22346.78,97.0,2
Japan,1970,8277.44,79.9,2
Australia,1970,9263.88,94.1,0
Australia,1970,13628.02,76.5,1
Japan,1970,18147.94,91.1,0
Egypt,1970,-2522.7,83.1,0
Australia,1970,17269.3,94.0,2
Indonesia,1970,12980.78,78.8,1
Russia,1970,14479.59,83.9,2
Russia,1970,15981.55,73.3,1
Egypt,1970,12881.88,78.8,1
Germany,1970,-264.15,74.8,0
Australia,1970,7384.92,100.0,0
Argentina,1970,9070.47,89.8,0
Germany,1970,17256.29,71.6,1
South Korea,1970,5588.92,90.9,0
South Africa,1970,-1823.62,80.4,0
South Korea,1970,15355.0,73.4,1
Indonesia,1970,16071.13,78.7,1
India,1970,15744.28,73.3,1
South Korea,1970,33613.53,85.5,2
China,1970,11937.54,77.7,1
Mexico,1970,9701.98,83.4,0
Russia,1970,10644.5,78.5,1
Egypt,1970,3898.84,86.5,0
Egypt,1970,-6326.12,82.6,0
China,1970,19502.92,94.6,2
China,1970,23278.39,68.1,1
United States,1970,12391.34,79.8,1
South Korea,1970,24149.78,100.0,2
India,1970,7511.51,90.6,0
Germany,1970,27255.01,84.6,2
Saudi Arabia,1970,17197.8,99.2,2
United States,1970,11106.33,100.0,0
South Korea,1970,19744.94,95.4,2
Germany,1970,16503.26,86.2,2
Germany,1970,3153.94,85.4,0
Argentina,1970,22338.95,84.4,2
China,1970,15181.97,87.2,1
Indonesia,1970,9332.67,69.3,1
Turkey,1970,10057.57,73.3,1
Indonesia,1970,7534.6,83.6,0
Japan,1970,21317.32,68.0,1
United States,1970,5336.69,86.2,0
India,1970,-2005.99,100.0,0
Canada,1970,28866.5,83.6,2
Saudi Arabia,1970,9186.45,93.4,0
Turkey,1970,25689.17,71.8,2
United States,1970,31274.85,81.7,2
Australia,1970,15823.27,71.7,1
Russia,1970,6993.34,92.3,0
Argentina,1970,3675.74,97.8,0
Kenya,1970,869.08,66.1,1
Australia,1970,2193.82,65.4,1
Nigeria,1970,18477.83,91.1,2
Turkey,1970,26252.8,86.7,2
China,1970,1711.4,82.1,0
France,1970,2722.86,63.7,1
Canada,1970,21448.03,70.0,1
France,1970,21281.46,99.6,2
Russia,1970,8621.77,93.3,0
Germany,1970,19515.15,85.2,1
Indonesia,1970,13992.14,100.0,2
France,1970,10054.77,76.5,1
Brazil,1970,12472.43,93.5,0
South Korea,1970,10160.18,87.1,0
South Africa,1970,-426.85,84.6,0
India,1970,22491.87,93.5,2
Germany,1970,15160.39,88.7,1
Saudi Arabia,1970,22712.38,93.5,2
United States,1970,17451.49,100.0,2
Kenya,1970,1645.86,74.6,0
Russia,1970,22126.36,88.7,2
Germany,1970,4181.85,91.1,0
Saudi Arabia,1970,23385.06,80.7,1
Kenya,1970,1370.86,87.7,0
Russia,1970,9524.75,88.5,0
Canada,1970,13776.06,95.0,2
Nigeria,1970,7191.82,78.8,1
Argentina,1970,3788.45,90.1,0
Canada,1970,11870.22,80.4,2
Indonesia,1970,18975.93,66.9,1
Canada,1970,16824.93,70.4,1
Germany,1970,30480.97,82.8,2
United States,1970,17163.0,88.3,2
Kenya,1970,14392.79,86.9,1
Turkey,1970,11713.09,91.5,0
Japan,1970,9371.66,79.2,1
South Korea,1970,19632.48,81.9,2
India,1970,1059.76,73.8,1
Australia,1970,23701.36,81.0,1
India,1970,2983.42,93.4,0
China,1970,17308.46,74.7,1
Argentina,1970,-2845.29,81.8,0
Indonesia,1970,17150.55,99.8,0
Canada,1970,5930.36,72.5,1
Brazil,1970,18847.84,80.6,2
Mexico,1970,15390.11,68.6,1
Germany,1970,2762.99,74.5,1
South Africa,1970,4088.36,96.0,0
Brazil,1970,9977.22,97.5,0
Turkey,1970,12464.47,77.0,1
Turkey,1970,26138.45,81.3,2
Mexico,1970,15599.39,68.7,1
Japan,1970,20940.2,79.5,1
South Korea,1970,23909.58,86.2,1
Australia,1970,1917.48,95.4,0
France,1970,16640.48,92.2,2
South Africa,1970,11195.93,80.1,2
Saudi Arabia,1970,16178.22,87.8,2
China,1970,6891.07,87.7,0
Indonesia,1970,13943.63,91.6,2
United States,1970,4959.7,84.8,0
Kenya,1970,-3013.61,70.9,1
Germany,1970,17063.71,75.4,1
India,1970,18077.01,81.9,1
Japan,1970,18809.35,77.2,1
Kenya,1970,2806.25,75.6,1
Germany,1970,9431.52,82.8,1
Argentina,1970,21553.86,100.0,2
South Korea,1970,21872.02,75.9,1
Germany,1970,17294.96,67.7,1
Mexico,1970,15007.6,84.3,1
Indonesia,1970,8810.5,100.0,0
Mexico,1970,24615.76,80.3,1
India,1970,14558.58,85.3,2
Indonesia,1970,8463.09,80.5,2
South Korea,1970,19013.64,85.6,2
France,1970,5583.6,67.4,1
Saudi Arabia,1970,5883.13,98.3,0
Mexico,1970,16651.25,77.5,1
Turkey,1970,10659.43,88.9,0
Japan,1970,10654.96,71.1,1
Germany,1970,12877.21,86.5,2
Turkey,1970,14129.14,99.6,2
Nigeria,1970,6955.17,88.3,0
Saudi Arabia,1970,15297.9,71.8,1
Egypt,1970,6453.58,80.9,0
United States,1970,19963.6,100.0,2
India,1970,20701.73,64.0,1
France,1970,5774.54,100.0,0
Argentina,1970,18902.57,91.4,1
Germany,1970,9075.49,88.2,0
France,1970,14986.37,95.0,0
Germany,1970,5703.04,89.4,2
Mexico,1970,11986.42,76.8,1
Russia,1970,24356.28,100.0,2
India,1970,10659.7,91.9,0
Brazil,1970,22652.32,83.1,2
France,1970,9916.81,72.4,1
South Africa,1970,10540.98,78.0,1
Japan,1970,20195.8,79.4,2
Japan,1970,11169.0,64.9,1
Saudi Arabia,1970,21643.05,91.6,2
South Africa,1970,8889.9,98.6,2
India,1970,9709.16,76.7,1
Mexico,1970,16800.24,80.5,1
Russia,1970,14547.24,71.7,1
Indonesia,1970,26233.09,99.6,2
South Africa,1970,-1903.35,94.5,0
Argentina,1970,5046.05,93.7,0
Saudi Arabia,1970,24085.65,87.0,2
Canada,1970,9214.49,100.0,0
Australia,1970,13275.8,67.4,1
South Africa,1970,3603.48,91.9,0
South Africa,1970,6681.01,86.3,0
Australia,1970,-2421.95,73.0,1
Nigeria,1970,-6196.19,84.3,0
Germany,1970,23696.08,100.0,2
Germany,1970,14181.26,72.4,1
France,1970,12835.0,80.3,1
Kenya,1970,5332.2,97.0,0
Australia,1970,9842.15,72.6,1
South Africa,1970,10582.67,78.9,1
Brazil,1970,14608.1,83.5,1
Germany,1970,19750.9,88.4,2
Japan,1970,20690.88,89.6,2
Brazil,1970,5281.18,91.6,0
South Korea,1970,20089.1,94.3,2
Indonesia,1970,-954.66,94.7,0
Russia,1970,19680.26,88.8,1
Australia,1970,12976.53,78.5,1
Argentina,1970,12961.12,88.8,0
United States,1970,1570.32,94.8,0
Saudi Arabia,1970,22978.29,100.0,2
Germany,1970,20444.77,73.4,1
Saudi Arabia,1970,18144.93,76.1,1
Japan,1970,22001.52,80.1,2
United States,1970,7416.75,89.9,0
Mexico,1970,12693.69,88.0,0
Indonesia,1970,23854.93,91.3,2
India,1970,17331.16,87.3,2
Nigeria,1970,7900.68,87.5,0
United States,1970,22975.3,72.4,1
China,1970,15759.34,92.6,0
Argentina,1970,38615.31,75.6,2
Canada,1970,21647.95,67.9,1
South Africa,1970,-8559.38,92.4,0
Russia,1970,23580.2,84.9,2
Saudi Arabia,1970,9201.11,100.0,0
South Africa,1970,4565.23,72.8,1
South Africa,1970,-7765.31,76.1,0
Argentina,1970,13550.4,100.0,2
South Korea,1970,17211.74,84.0,1
United States,1970,17165.75,99.0,2
Kenya,1970,6119.18,81.2,0
India,1970,18488.53,92.3,2
Mexico,1970,6501.9,88.5,0
Australia,1970,18486.47,71.3,1
South Korea,1970,4086.7,80.0,0
Australia,1970,23364.08,93.4,2
Japan,1970,15417.89,85.2,2
Brazil,1970,21557.51,100.0,2
Australia,1970,24128.81,79.4,1
Brazil,1970,10504.06,77.2,1
Saudi Arabia,1970,15203.31,77.5,1
Russia,1970,26394.59,89.5,2
France,1970,13734.13,99.5,0
Australia,1970,3507.03,87.1,0
Saudi Arabia,1970,18148.33,95.5,2
Germany,1970,1323.36,90.7,0
Germany,1970,9787.24,83.6,2
Saudi Arabia,1970,1454.37,73.8,1
India,1970,15682.4,66.7,1
Saudi Arabia,1970,24186.27,89.5,2
India,1970,16284.34,98.5,2
Turkey,1970,18493.06,72.7,1
Canada,1970,20378.64,85.5,1
Australia,1970,10427.98,74.8,1
Egypt,1970,1786.56,79.9,0
Russia,1970,18400.27,84.7,2
India,1970,13199.96,100.0,2
Indonesia,1970,11398.56,73.6,1
South Korea,1970,16384.86,73.5,1
Australia,1970,14721.21,85.3,2
United States,1970,16208.78,78.3,2
Egypt,1970,16630.77,91.1,2
Kenya,1970,4060.56,78.7,0
Nigeria,1970,1410.51,89.9,0
Australia,1970,12021.49,82.2,2
United States,1970,-5033.88,84.0,0
Canada,1970,12262.05,100.0,0
United States,1970,6483.16,87.6,0
South Korea,1970,22417.12,82.6,1
Saudi Arabia,1970,15527.38,78.6,1
Japan,1970,18788.16,69.0,1
Argentina,1970,5440.11,74.3,1
Egypt,1970,1118.22,93.8,0
France,1970,22411.07,85.5,2
Saudi Arabia,1970,34033.91,77.4,2
Canada,1970,17103.57,94.6,2
Australia,1970,23831.39,78.1,2
France,1970,23974.26,90.5,2
France,1970,-556.87,81.0,0
Turkey,1970,6217.57,93.0,0
Australia,1970,9634.07,77.2,2
India,1970,17535.59,91.6,2
Turkey,1970,5676.66,91.9,0
Argentina,1970,8074.93,88.2,2
Nigeria,1970,19857.61,86.3,1
Brazil,1970,8088.22,97.9,0
South Africa,1970,-6538.02,76.6,0
Germany,1970,18334.69,92.4,2
Australia,1970,12704.77,79.6,1
Argentina,1970,24839.85,79.9,1
United States,1970,2170.45,71.2,1
Russia,1970,5882.31,83.4,0
Argentina,1970,12386.92,78.3,2
United States,1970,20631.88,92.0,2
Mexico,1970,22100.56,89.8,2
Brazil,1970,14609.94,62.2,1
Egypt,1970,7719.65,83.6,0
South Africa,1970,2929.47,76.6,0
Egypt,1970,-6209.05,91.2,0
Nigeria,1970,6669.83,65.8,1
Nigeria,1970,10220.24,71.2,1
China,1970,11655.88,78.8,1
Argentina,1970,7064.3,99.1,0
India,1970,10497.33,77.6,2
Saudi Arabia,1970,21613.98,72.9,1
India,1970,29241.82,84.1,2
Kenya,1970,8084.18,88.5,0
Brazil,1970,24105.97,85.4,2
Germany,1970,10775.87,94.6,2
South Korea,1970,11566.1,100.0,2
France,1970,13436.78,84.4,2
Indonesia,1970,11029.18,89.7,0
Australia,1970,16035.43,94.1,2
Indonesia,1970,14694.11,65.3,1
South Africa,1970,-5209.01,83.2,0
France,1970,20032.48,72.3,2
Mexico,1970,19975.37,100.0,2
Brazil,1970,30364.02,96.4,2
United States,1970,25277.75,85.9,2
Argentina,1970,22683.93,77.6,2
Canada,1970,14624.09,99.6,2
Japan,1970,26480.33,82.2,1
Indonesia,1970,18344.24,85.3,2
Saudi Arabia,1970,2745.2,94.2,0
United States,1970,12525.89,96.3,2
Turkey,1970,-3894.66,83.6,0
India,1970,25152.65,88.8,2
Saudi Arabia,1970,22307.23,80.3,1
Russia,1970,10185.6,84.2,2
Turkey,1970,10434.88,82.3,1
China,1970,13779.55,79.9,1
South Korea,1970,176.11,94.0,0
South Africa,1970,3610.34,83.9,0
Japan,1970,18197.42,86.6,2
Egypt,1970,15331.27,84.4,1
China,1970,2881.51,84.9,0
Nigeria,1970,-2459.6,85.2,0
South Africa,1970,8382.9,71.3,1
South Korea,1970,1387.92,83.1,0
Kenya,1970,5890.41,85.3,0
Indonesia,1970,24636.56,93.3,2
Turkey,1970,23403.49,93.1,2
South Africa,1970,2652.57,83.8,0
Brazil,1970,5758.41,94.9,0
Nigeria,1970,-1025.89,84.7,0
India,1970,10215.94,57.1,1
Argentina,1970,16744.35,87.2,2
Brazil,1970,14395.17,75.1,1
Indonesia,1970,19432.17,74.9,2
Mexico,1970,8869.15,75.7,1
Saudi Arabia,1970,23299.03,79.4,2
Japan,1970,24012.89,72.8,1
India,1970,5470.79,87.2,0
France,1970,18901.17,96.2,2
South Africa,1970,979.65,54.5,1
South Korea,1970,13516.34,100.0,0
Germany,1970,1491.78,83.8,0
Brazil,1970,14698.24,91.1,2
Turkey,1970,10320.52,93.3,0
Argentina,1970,15526.19,80.9,1
Kenya,1970,5180.7,84.9,0
Turkey,1970,19667.52,99.6,2
France,1970,2263.38,82.8,0
India,1970,20399.65,97.5,2
Japan,1970,12447.3,76.8,1
Brazil,1970,9375.51,88.7,2
Egypt,1970,-6831.43,81.5,0
South Africa,1970,-5941.79,81.4,0
South Korea,1970,7693.89,90.8,0
Japan,1970,11645.68,81.1,1
United States,1970,17888.15,90.5,2
United States,1970,14204.99,83.3,1
South Africa,1970,920.94,85.9,0
Argentina,1970,30356.01,78.5,2
Egypt,1970,335.96,98.1,0
Germany,1970,16833.61,99.7,2
Kenya,1970,-3792.99,88.1,0
South Africa,1970,7566.24,86.3,0
South Africa,1970,8215.41,80.6,1
Russia,1970,1445.98,73.1,1
Saudi Arabia,1970,5132.83,56.6,1
Argentina,1970,5747.64,76.4,1
Australia,1970,21230.36,90.8,2
Japan,1970,11467.64,77.2,2
South Africa,1970,-1589.03,98.7,0
Indonesia,1970,4986.14,100.0,0
Canada,1970,7556.75,79.2,1
Australia,1970,6018.4,80.8,0
India,1970,13949.69,81.6,1
Brazil,1970,17598.36,66.4,1
Japan,1970,16166.35,88.3,2
France,1970,3918.41,76.9,1
Argentina,1970,-2431.12,82.6,0
Kenya,1970,9120.92,89.4,0
Argentina,1970,16352.77,54.3,1
Mexico,1970,14586.19,97.1,2
China,1970,22519.47,89.1,2
Canada,1970,7177.4,87.6,2
Turkey,1970,10522.89,89.7,0
Japan,1970,31724.04,82.0,1
Germany,1970,6159.8,86.3,0
India,1970,20728.42,90.9,2
Kenya,1970,6063.39,94.1,0
Japan,1970,14855.22,81.9,1
France,1970,25190.05,77.9,2
Russia,1970,23442.69,86.6,2
Indonesia,1970,16759.66,78.5,1
Canada,1970,17801.36,81.8,2
Kenya,1970,-337.77,76.2,0
Indonesia,1970,12944.78,81.3,1
South Korea,1970,13194.0,93.3,0
India,1970,17865.87,62.0,1
Egypt,1970,5664.75,89.8,0
United States,1970,5243.49,82.1,0
India,1970,-3179.38,80.6,0
Australia,1970,11166.67,85.3,2
Brazil,1970,18131.42,76.2,1
South Africa,1970,1128.08,84.4,0
Russia,1970,33649.68,76.8,1
Canada,1970,10604.02,85.9,0
Canada,1970,17735.04,85.6,2
Canada,1970,19638.36,87.6,2
Germany,1970,16429.35,75.3,1
Japan,1970,14037.81,78.4,2
France,1970,15691.93,78.6,1
Brazil,1970,32521.72,70.8,1
Argentina,1970,27781.88,76.4,1
India,1970,14490.76,86.0,2
Japan,1970,15832.29,87.5,2
Argentina,1970,13059.44,84.7,2
Mexico,1970,19054.85,89.7,2
Turkey,1970,12579.78,98.5,0
Egypt,1970,4700.84,75.2,1
Indonesia,1970,29991.21,84.2,2
Nigeria,1970,-10515.99,79.4,0
Indonesia,1970,15865.27,86.5,1
Germany,1970,15117.55,77.0,1
Kenya,1970,-4629.01,94.7,0
South Korea,1970,16823.01,77.7,1
Egypt,1970,-4647.32,91.9,0
Germany,1970,9318.89,82.0,0
Indonesia,1970,17843.93,71.4,1
South Africa,1970,-5793.53,72.3,0
South Africa,1970,13948.2,86.5,2
France,1970,17173.0,68.1,1
Indonesia,1970,8816.16,79.1,1
Japan,1970,-2680.62,66.5,1
Argentina,1970,11139.0,71.0,1
Turkey,1970,15756.88,87.6,2
Kenya,1970,-6661.05,72.8,0
China,1970,32414.7,98.1,2
India,1970,6320.41,87.2,0
Egypt,1970,-10676.36,86.9,0
France,1970,13548.26,97.4,0
Saudi Arabia,1970,6096.56,100.0,0
South Africa,1970,-10627.31,71.5,0
South Africa,1970,7412.1,86.6,0
Nigeria,1970,-11379.49,79.3,0
Brazil,1970,6917.49,81.6,1
Argentina,1970,18905.18,79.5,1
China,1970,20409.68,67.5,1
India,1970,30514.93,87.5,1
Egypt,1970,21844.94,89.5,2
Mexico,1970,14933.08,80.6,1
Nigeria,1970,11008.48,99.5,2
Indonesia,1970,9440.42,84.7,0
Mexico,1970,13793.43,77.0,1
Nigeria,1970,1435.18,87.1,0
Russia,1970,24053.95,100.0,2
South Korea,1970,4235.8,91.3,0
South Africa,1970,8608.95,87.9,0
France,1970,20475.0,70.7,1
Australia,1970,18112.53,96.8,2
Japan,1970,18059.65,79.9,1
Mexico,1970,12686.38,95.9,0
South Korea,1970,14882.1,94.2,0
Canada,1970,3550.99,85.1,0
Australia,1970,13592.77,93.3,0
Kenya,1970,13332.87,90.1,2
France,1970,14479.38,99.7,0
Saudi Arabia,1970,16122.31,78.6,2
Turkey,1970,21136.11,85.8,1
Indonesia,1970,11187.96,81.1,1
Australia,1970,30961.1,98.2,2
Canada,1970,13167.66,100.0,2
India,1970,6748.92,83.2,0
India,1970,10429.97,68.8,1
Canada,1970,7579.73,79.7,1
Nigeria,1970,4652.31,100.0,0
Germany,1970,19204.4,95.4,2
India,1970,12887.83,76.0,1
Egypt,1970,1068.04,89.9,0
France,1970,11299.68,100.0,2
France,1970,15288.82,74.7,1
Egypt,1970,9325.7,73.8,1
Indonesia,1970,16817.84,88.9,2
Brazil,1970,10256.21,81.2,2
South Korea,1970,6699.15,72.2,1
Saudi Arabia,1970,18145.62,77.4,1
United States,1970,13542.04,90.8,0
Brazil,1970,22509.54,87.3,2
Saudi Arabia,1970,18448.8,61.3,1
Kenya,1970,5725.51,91.2,0
Brazil,1970,26642.44,85.0,2
Germany,1970,14921.95,94.8,0
Brazil,1970,-4193.36,100.0,0
Mexico,1970,15558.24,90.4,2
United States,1970,16044.04,71.8,1
Australia,1970,10094.08,81.3,2
United States,1970,3700.24,82.0,0
Nigeria,1970,12804.17,67.7,1
Brazil,1970,5313.64,84.2,0
Saudi Arabia,1970,4365.27,63.0,1
Indonesia,1970,17590.79,81.4,2
United States,1970,10513.29,90.7,0
Egypt,1970,10947.82,95.9,0
India,1970,-2996.79,91.2,0
United States,1970,11854.01,59.4,1
Kenya,1970,12548.56,79.9,1
Turkey,1970,7540.04,76.5,1
Brazil,1970,9638.97,84.4,1
India,1970,16188.67,97.0,0
Kenya,1970,11061.01,92.7,2
Mexico,1970,32907.18,88.7,2
South Korea,1970,17349.65,98.9,2
Nigeria,1970,-2011.66,84.1,0
Nigeria,1970,17027.32,82.4,2
Mexico,1970,19049.26,88.1,2
South Korea,1970,12178.1,80.4,1
Japan,1970,26565.6,89.2,2
Saudi Arabia,1970,23588.79,87.1,2
India,1970,13221.61,70.5,1
Turkey,1970,12716.56,91.9,0
China,1970,21448.49,80.8,2
Egypt,1970,13968.52,92.5,2
South Korea,1970,12042.61,70.8,1
United States,1970,1521.75,79.9,0
Argentina,1970,12600.04,80.9,2
South Korea,1970,14123.54,85.3,1
Germany,1970,9498.21,83.5,0
France,1970,16340.44,100.0,2
Nigeria,1970,7806.78,98.5,0
Mexico,1970,24506.74,84.4,2
Brazil,1970,19761.57,86.8,2
South Korea,1970,11218.25,88.1,0
France,1970,-3489.65,80.8,0
Australia,1970,15600.59,96.9,2
Kenya,1970,4515.75,81.9,0
Canada,1970,7808.06,82.9,2
Turkey,1970,6533.73,100.0,0
Saudi Arabia,1970,17136.15,83.7,2
Australia,1970,12854.38,80.2,1
Argentina,1970,9031.38,95.6,0
Kenya,1970,-14199.68,87.2,0
United States,1970,26078.57,76.3,1
China,1970,874.32,74.1,0
China,1970,5651.97,80.9,2
Kenya,1970,556.3,91.6,0
Russia,1970,16123.71,96.9,2
Kenya,1970,1801.36,71.5,1
Kenya,1970,3458.4,79.4,0
Kenya,1970,8681.94,71.8,1
Mexico,1970,5161.21,86.3,0
South Africa,1970,3977.32,89.4,0
Argentina,1970,19150.34,94.0,2
Canada,1970,31307.16,63.2,1
Kenya,1970,119.24,86.1,0
Australia,1970,10444.6,90.8,0
United States,1970,6719.62,87.8,0
Nigeria,1970,5688.56,90.5,0
South Korea,1970,19074.8,78.3,2
Turkey,1970,5479.38,100.0,0
China,1970,18668.26,82.2,2
Nigeria,1970,4991.68,70.3,1
South Africa,1970,12687.61,75.3,1
Argentina,1970,23716.07,70.1,1
Kenya,1970,13357.51,87.0,2
Canada,1970,25273.96,90.9,2
South Korea,1970,14109.63,81.0,1
France,1970,25136.46,76.2,1
France,1970,9711.16,85.5,0
Nigeria,1970,-1502.02,69.9,1
Saudi Arabia,1970,-6103.33,98.3,0
Brazil,1970,28670.46,98.0,2
Australia,1970,16779.87,85.9,1
Argentina,1970,5184.36,79.1,1
South Africa,1970,15000.09,57.0,1
China,1970,23572.04,78.5,2
Russia,1970,15845.39,90.9,2
Kenya,1970,-12313.62,76.9,0
Germany,1970,28455.46,77.1,2
Argentina,1970,7293.83,82.8,0
Russia,1970,4319.85,90.1,0
France,1970,9027.79,89.6,0
India,1970,9432.81,89.6,2
